side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,0.21277841925621033,Page_0001_5_7,0.1990521252155304,Page_0001_5_7,0.3427126109600067,Page_0001_5_7,0.2207741141319275
Page_0001_5_6,0.16104374825954437,Page_0001_5_6,0.24113354086875916,Page_0001_5_6,0.16670867800712585,Page_0001_5_6,0.2044101357460022
Page_0001_5_5,0.18710695207118988,Page_0001_5_5,0.22279013693332672,Page_0001_5_5,0.24757540225982666,Page_0001_5_5,0.1982375979423523
Page_0001_5_4,0.1658727526664734,Page_0001_5_4,0.21315807104110718,Page_0001_5_4,0.17134219408035278,Page_0001_5_4,0.20761699974536896
Page_0001_5_3,0.15252704918384552,Page_0001_5_3,0.2692742645740509,Page_0001_5_3,0.15082304179668427,Page_0001_5_3,0.20366539061069489
Page_0001_5_2,0.2091895192861557,Page_0001_5_2,0.24610674381256104,Page_0001_5_2,0.11704026907682419,Page_0001_5_2,0.18642152845859528
Page_0001_5_1,0.1814827024936676,Page_0001_5_1,0.22554513812065125,Page_0001_5_1,0.19720859825611115,Page_0001_5_1,0.18848660588264465
Page_0001_4_7,0.13785715401172638,Page_0001_4_7,0.2285911738872528,Page_0001_4_7,0.1828124076128006,Page_0001_4_7,0.20786012709140778
Page_0001_4_6,0.15634040534496307,Page_0001_4_6,0.25574424862861633,Page_0001_4_6,0.1897135078907013,Page_0001_4_6,0.209976926445961
Page_0001_4_5,0.13880515098571777,Page_0001_4_5,0.2360617071390152,Page_0001_4_5,0.19131940603256226,Page_0001_4_5,0.1708274930715561
Page_0001_4_4,0.15845398604869843,Page_0001_4_4,0.256571501493454,Page_0001_4_4,0.17958401143550873,Page_0001_4_4,0.19336305558681488
Page_0001_4_3,0.1428597867488861,Page_0001_4_3,0.21317504346370697,Page_0001_4_3,0.1490664929151535,Page_0001_4_3,0.18113283812999725
Page_0001_4_2,0.18565823137760162,Page_0001_4_2,0.2147972285747528,Page_0001_4_2,0.16827169060707092,Page_0001_4_2,0.19092829525470734
Page_0001_4_1,0.17728517949581146,Page_0001_4_1,0.2506240904331207,Page_0001_4_1,0.1506592184305191,Page_0001_4_1,0.22449985146522522
Page_0001_3_7,0.14339007437229156,Page_0001_3_7,0.24223592877388,Page_0001_3_7,0.22560709714889526,Page_0001_3_7,0.2174357920885086
Page_0001_3_6,0.15118315815925598,Page_0001_3_6,0.2476496547460556,Page_0001_3_6,0.22332113981246948,Page_0001_3_6,0.20075255632400513
Page_0001_3_5,0.1433667093515396,Page_0001_3_5,0.24050922691822052,Page_0001_3_5,0.1773279905319214,Page_0001_3_5,0.19131974875926971
Page_0001_3_4,0.18232063949108124,Page_0001_3_4,0.18704837560653687,Page_0001_3_4,0.15752044320106506,Page_0001_3_4,0.19583065807819366
Page_0001_3_3,0.1868055909872055,Page_0001_3_3,0.201107457280159,Page_0001_3_3,0.17627179622650146,Page_0001_3_3,0.18253187835216522
Page_0001_3_2,0.16733317077159882,Page_0001_3_2,0.21107253432273865,Page_0001_3_2,0.15120276808738708,Page_0001_3_2,0.18416522443294525
Page_0001_3_1,0.15315960347652435,Page_0001_3_1,0.24489912390708923,Page_0001_3_1,0.18862922489643097,Page_0001_3_1,0.2281312495470047
Page_0001_2_6,0.16460669040679932,Page_0001_2_6,0.3189466595649719,Page_0001_2_6,0.19626560807228088,Page_0001_2_6,0.18097317218780518
Page_0001_2_5,0.15931646525859833,Page_0001_2_5,0.2429947555065155,Page_0001_2_5,0.1795264184474945,Page_0001_2_5,0.21900199353694916
Page_0001_2_4,0.21301010251045227,Page_0001_2_4,0.21967235207557678,Page_0001_2_4,0.13111703097820282,Page_0001_2_4,0.24463428556919098
Page_0001_2_3,0.17771834135055542,Page_0001_2_3,0.22316588461399078,Page_0001_2_3,0.15465271472930908,Page_0001_2_3,0.17551036179065704
Page_0001_2_2,0.19364520907402039,Page_0001_2_2,0.19259294867515564,Page_0001_2_2,0.13399402797222137,Page_0001_2_2,0.18986546993255615
Page_0001_2_1,0.1818646639585495,Page_0001_2_1,0.23200556635856628,Page_0001_2_1,0.15510062873363495,Page_0001_2_1,0.18641716241836548
Page_0001_1_7,0.17967931926250458,Page_0001_1_7,0.18963830173015594,Page_0001_1_7,0.1753379851579666,Page_0001_1_7,0.2000986635684967
Page_0001_1_6,0.16146540641784668,Page_0001_1_6,0.29758933186531067,Page_0001_1_6,0.15664881467819214,Page_0001_1_6,0.2681061923503876
Page_0001_1_5,0.23611971735954285,Page_0001_1_5,0.23929378390312195,Page_0001_1_5,0.17947208881378174,Page_0001_1_5,0.18364472687244415
Page_0001_1_4,0.16836081445217133,Page_0001_1_4,0.21136856079101562,Page_0001_1_4,0.1548721045255661,Page_0001_1_4,0.28321781754493713
Page_0001_1_3,0.1543799340724945,Page_0001_1_3,0.26441219449043274,Page_0001_1_3,0.19017170369625092,Page_0001_1_3,0.18418993055820465
Page_0001_1_2,0.13929462432861328,Page_0001_1_2,0.21931849420070648,Page_0001_1_2,0.16491128504276276,Page_0001_1_2,0.20265260338783264
Page_0001_1_1,0.1750914305448532,Page_0001_1_1,0.2716245651245117,Page_0001_1_1,0.21740277111530304,Page_0001_1_1,0.2225407063961029
